material_id,formation_energy_per_atom,pretty_formula
mp-550908,-3.809262944,SrHfO3
mp-559279,-2.600826264,RbV(PO4)2
mp-1199914,-1.655646968,MnSeO3
mp-1198933,-2.203132791,Na2ZnPO5
mp-849529,-1.318650093,MnH12S2(NO5)2
mp-559415,-2.562195644,Na2Cu2Si4O11
mp-605091,-0.750096163,VSnH9(CO)3
mp-18865,-1.67824548,K3(FeO2)2
mp-505199,-2.777727346,Ti(PO3)3
mp-19230,-2.063134345,K3NaCr2O8
mp-504945,-2.189943452,MnFeH4O2F5
mp-1196580,-1.754999712,AlCoP2C2(NO4)2
mp-505457,-1.976075157,CaNiAsHO5
mp-1190571,-1.314796699,YH9C5(NO4)2
mp-19259,-3.302359383,Sr4Al6WO16
mp-6684,-2.409698878,NaCdPO4
mp-1079692,-1.682352301,Y(CO2)3
mp-707201,-1.269601936,Cu4H10SO12
mp-644497,-2.787271359,BaTiO3
mp-561249,-3.012528322,Ba17Er16Zn8Pt4O57
mp-700033,-3.077124812,Na6U5V2O23
mp-28543,-2.285563143,Cs4ZrO4
mp-17194,-2.382080899,ErCu(WO4)2
mp-4163,-3.522369056,Ca3Ti2O7
mp-1203472,-0.577387763,Rb2Cu2I4O
mp-21025,-2.46280313,Nd2Cu2O5
mp-557328,-2.057886961,Li3Zn2SbO6
mp-1194560,-2.547663357,Rb2CdP2O7
mp-1181219,-2.154674016,K3FeMo4O15
mp-1196579,-2.877950823,Cs2CuSi5O12
mp-552651,-2.394265672,La2Fe2Se2O3
mp-707732,-2.103342115,Na4ZnP6(HO2)12
mp-1196729,-1.381122233,PH30W12C9N3O40
mp-546898,-2.139238608,Sr2Cu(BrO)2
mp-603888,-2.566944702,Sr5Mn5O13
mp-17427,-2.15642866,AgMo3(PO7)2
mp-6566,-1.943065459,NaZnAsO4
mp-1194656,-1.927649956,MnPb2WO6
mp-352,-4.030009485,HfO2
mp-1203083,-1.50750455,Tl3Cr4AgO14
mp-714972,0.923875452,V8O
mp-560990,-1.824524197,Ca3Fe2(SeO3)6
mp-17288,-2.64960316,Li2ZnSiO4
mp-19190,-1.885267152,SrNiO2
mp-561870,-2.507230109,Sr2CoReO6
mp-631631,-2.026725572,Mn5V2Pb3O16
mp-6609,-2.866665411,Ba2HoRuO6
mp-1205179,-1.23326715,MnSe3O8
mp-549767,-2.507621577,Sr2FeWO6
mp-19202,-2.64645249,MgCr2O4
mp-1019262,-0.74190652,Ta2N3O
mp-505314,-2.581599137,Ca2MnFeO5
mp-562568,-2.924144204,KHoCoSi2O7
mp-6814,0.058204385,AgCNO
mp-19401,-2.609053708,CrPO4
mp-558748,-3.904160526,Sc2O3
mp-1208777,-3.054631991,Sr3NbGa3(SiO7)2
mp-10350,-2.847937562,BaNdCuBO5
mp-636654,-2.850463936,LaTiNbBi2O9
mp-646749,-1.922179371,Nb2Ni4O9
mp-504836,-1.852967338,YMn4(CuO4)3
mp-561406,-2.90238325,K3Nb6VO19
mp-733598,-0.897927814,H9PtN2ClO2
mp-651051,-0.708519322,Te2W3(CO)15
mp-1198802,0.34724003,Zn(BrO6)2
mp-19086,-2.118187147,BaCoO2
mp-19376,-2.930181895,TiMnO3
mp-1180571,-2.503782744,Nb2FeO6
mp-1201234,-1.424481764,CuH8S3O10
mp-1190489,-3.163218492,LaTb2RuO7
mp-1070440,-2.018053095,VPbO3
mp-557471,-1.835437078,MnAsO4
mp-1199147,-1.566715503,K9Fe2O7
mp-14175,-1.691876187,K3NbO8
mp-559257,-1.157658095,AgTeO3
mp-557970,-1.838813579,SrCu(TeO3)2
mp-1204722,-1.722792929,Ba2ZrC8O19
mp-505245,-1.752223708,Li2Cr(H2O3)2
mp-1191652,-1.634520091,CuH2PbSO6
mp-12015,-1.360990803,KAg2AsO4
mp-867129,-1.532768917,RbZnH2Se2ClO6
mp-36866,-2.836766886,Al2CdO4
mp-18802,-2.923027926,BaPr2NiO5
mp-1205209,-0.695678747,FeSO7
mp-1195415,-2.602332245,RbNbV2O8
mp-756977,-1.424729163,NiH12SO9
mp-1194885,-2.370470572,Na3VS2(O4F)2
mp-707483,-2.378895703,TiP2H4O9
mp-1203796,-1.039927609,KRu(NO2)4
mp-10734,-3.099749011,Ti4O5
mp-561942,-1.751805811,Cs3TaO8
mp-703682,-2.635797566,GdMn2O5
mp-6345,-2.636220499,Ba3TbRu2O9
mp-19213,-1.174442397,Ba2Mn2Sb2O
mp-8042,-2.975537434,ZrGeO4
mp-1195656,-2.856448631,BaMnP(O2F)2
mp-560778,-2.421451852,Na9V14O35
mp-581162,-2.505641221,Li3VO4
mp-18773,-2.174576838,WO3
mp-557108,-2.869198838,Ba2Nb2TeO10
mp-22748,-2.687048825,NaLaMnWO6
mp-541825,-2.328391585,MnV2O6
mp-558512,-2.697168435,Na3LaV2O8
mp-1103080,-0.355393026,Ba2Ti2Fe2As4O
mp-550274,-2.618079813,Sr2CoWO6
mp-1101933,-0.481392858,AgClO4
mp-1190633,-2.196826414,Yb2CoTe2(SO7)2
mp-18860,-2.772849041,Li2VSiO5
mp-767297,-0.858769424,MnH8C2S2(NO2)2
mp-1205182,0.587538019,CoBrN5O4
mp-22719,-2.163847378,Ba2NdCu3O7
mp-554944,-2.645890021,TiSO5
mp-1147,-3.38966554,Ti3O5
mp-696936,-1.878674331,Fe3H4(S2O9)2
mp-561410,-2.062825595,LiFeMoClO4
mp-542145,-1.859376857,K2MnH8(SO6)2
mp-29683,-1.921502568,Sr2Ru3O10
mp-23069,-0.889151192,Fe(IO3)3
mp-559727,-1.314013079,Tl2CuAsO4
mp-555626,-3.190658183,Na2Li8U11(WO22)2
mp-18723,-2.220615386,BaV2(NiO4)2
mp-667315,-2.095875445,ScNb6Cl13O3
mp-642975,-1.841011502,CrBi12Mo4PbO34
mp-1197040,-1.551245894,Cd5(PO5)4
mp-1205402,-2.512235282,Ba3SmIr2O9
mp-19458,-2.523793776,BaV10O15
mp-4210,-3.028483832,Sm2CuO4
mp-1009014,-1.036918089,LiCuO
mp-19208,-3.26084709,La2MnCoO6
mp-558325,-3.093182449,K2YNb5O15
mp-559869,-2.532208289,Na2VPO6
mp-1018639,-2.609309317,TiSnO3
mp-18395,-2.470084142,Ca3Mn2O7
mp-744395,-0.669386475,NiH18C4S6(N2O)4
mp-1196844,-2.940809881,MgFe(SiO3)2
mp-7826,-0.644440194,HgO
mp-562731,-3.545846246,La4Ti9(Si2O15)2
mp-4165,-2.280518904,TaNO
mp-3222,-3.130575687,La3RuO7
mp-5905,-3.702210492,Y2BeO4
mp-1203448,-2.58537514,Y2Mo4O15
mp-648893,-2.331534414,Na4V2O7
mp-17177,-2.775001519,Nb2ZnO6
mp-1194598,-3.319495427,Y2Mn(Si3O7)4
mp-27157,-1.863428634,V2Ni2O7
mp-1201292,-2.871338852,K2ZrSi3O10
mp-543042,-2.376830385,ScP(H2O3)2
mp-4649,-1.094390584,PdSe2O5
mp-542299,-1.384016222,Rb2Co2O3
mp-3870,-3.310606071,Sr2Nb2O7
mp-743839,-1.32895806,CoHO2
mp-1105355,-2.144895888,CaMn7O12
mp-745114,-1.360518033,Cd4NiH20(ClO)10
mp-720380,-1.442289054,CuP2(HO3)2
mp-6915,-1.361274712,As2PdO6
mp-1203125,-2.958798276,K2ScSi2O7
mp-1192501,-2.533044619,BaScZn3GaO7
mp-696788,-1.984349875,CoP4(H5O8)2
mp-19090,-1.916063331,MnTeMoO6
mp-18870,-1.768023517,Mn3Cd2O8
mp-1201675,-2.34168877,Sr2Mn2SeO4
mp-4445,-1.061654323,Hg3AsO4
mp-1181029,-1.707772659,K2Co(SO5)2
mp-1182461,-2.355317193,Ba2Ho2Co4O11
mp-21179,-1.833010276,NiWO4
mp-1197172,-1.933189074,CsFe3P3O14
mp-28788,-2.471620692,Ba9(AuO6)2
mp-1180871,-1.302747013,KCu3(AsO5)2
mp-20287,-1.881782868,LaFeAsO
mp-555482,-3.095686076,KZrH2OF5
mp-1105822,-2.936856653,PrCrO3
mp-6694,-3.233510674,Cs2Zr(SiO3)3
mp-1192964,-1.245632413,YN3O10
mp-6834,-2.634031628,KFePO4F
mp-1018735,-1.701257017,BaTi2As2O
mp-1190639,-2.530821958,CsK2Fe3P4ClO14
mp-1196071,-2.413979814,Ba2Fe2O5
mp-14024,-1.548665447,Zr3O
mp-1202628,-1.253678424,VH6C2S2O7
mp-554376,-3.953456757,Y4TiSi2(O3F2)3
mp-703253,-1.337888293,RbFeSe2O7
mp-554027,-1.315462475,Y7C3I6O
mp-9640,-1.737869167,SrCu(SeO3)2
mp-1199970,-2.326841729,KFeCu(PO4)2
mp-561174,-1.654832246,Ba2Cu4Te4Cl4O11
mp-542284,-1.446943983,Rb2CoH12(SeO7)2
mp-746355,-0.75838661,FeP3H18C6(SO)6
mp-557549,-2.801052484,Na2YMoPO8
mp-20824,-2.054359739,Sr2CaTlCu2O7
mp-1194865,-2.552780458,KMgFe(PO4)2
mp-554887,-3.237690508,KUNbO6
mp-1193678,-3.038045768,Ta3NO6
mp-542069,-2.946399265,Cs8Ta6O19
mp-697523,-1.923313915,CsCuP3H8O13
mp-1201118,-0.945180307,Hg3(SeO3)4
mp-1198418,-1.276970156,TaTe4Cl4O
mp-756834,-3.041261521,HoCrO3
mp-18756,-3.102979159,BaTm2NiO5
mp-16841,-2.094526883,La4MnSe6O
mp-704645,-0.950178056,CuO
mp-510474,-1.268808017,Na2Cu3H8(CO2)8
mp-542176,-0.915102084,CuH8C4O5
mp-1095323,-0.630579005,WO5
mp-554773,-3.39180206,La3BWO9
mp-13056,-3.516341768,Ba2LaTaO6
mp-1201213,-2.693724504,Cs2Cd3(B4O7)4
mp-545369,-0.738186937,CuBiTeO
mp-561036,-1.464034098,FeTe6O13
mp-17679,-2.834794586,RbNb(PO4)2
mp-27569,-1.568747137,Na14Mn2O9
mp-510546,-2.5440854,Sr2CoMoO6
mp-1193563,-1.013133593,YI3O11
mp-24145,-1.024981974,CuP2H8CN2O5
mp-559670,-3.392778885,KBaYSi2O7
mp-1195873,-2.99683497,KVOF3
mp-707459,-1.900502697,Na2ZnP2(H5O6)2
mp-553907,-1.134669755,Rb3AgO2
mp-5169,-1.719046751,Cu4P2O9
mp-19121,-3.217427575,TbVO4
mp-1194169,-1.913742612,Y(CO2)4
mp-1299640,-2.583809455,Y(FeO2)2
mp-7607,-2.260845319,TiHgO3
mp-27545,-1.911353528,VH2O3
mp-1019730,-2.824395584,EuZn(BO2)5
mp-1204413,-1.742202245,Mn3P4H12(NO8)2
mp-542882,-1.123613619,Cr(AgO2)2
mp-1194512,-1.502220393,V2(CuO3)3
mp-1202558,-1.380177986,Cu4As3PbO12
mp-695941,-0.725328162,Ag3H13SeN4O5
mp-4748,-2.833198903,NaNbO3
mp-3144,-3.584426114,HoNbO4
mp-704255,-0.653240551,Mn2Fe3Sn2(CO)19
mp-1078415,-1.881272086,CaFeSO
mp-15003,-3.593302147,Ca3HfSi2O9
mp-562801,-2.744431218,Rb6In2Co2Si9O26
mp-562661,-0.972170886,NaCo(CO)4
mp-18766,-1.988695077,Si(NiO2)2
mp-1195972,-1.846537014,V3(H3O5)2
mp-554784,-2.451081482,V2Ni(PO5)2
mp-553960,-1.780831445,K4Fe2O5
mp-18090,-1.545742673,Ba3TaAs3O
mp-1191502,-1.71958859,VIn(SeO4)2
mp-1193065,-2.352094735,Ti(FeO2)2
mp-18048,-2.009592872,LiZnAsO4
mp-4181,-2.949755324,Pr2CuO4
mp-704908,-1.221130272,K5CeCo2(NO2)12
mp-779814,-1.738763746,Cs2ZnH12(SO7)2
mp-504723,-2.52646897,Ba2NiWO6
mp-7787,-3.01744094,HfSO
mp-15751,-3.546792503,Ba3Y4O9
mp-1201103,0.562979902,TiC7(NO)12
mp-1198906,-1.853849,V2Co3TePb3O14
mp-648164,-0.774006967,Mn2Hg(CO)10
mp-18943,-1.817320138,BaNiO2
mp-1192885,-0.738484969,CsCdI3O
mp-632759,-1.543468742,CuH4(OF)2
mp-699888,-2.551125007,Na2TiFe(PO4)3
mp-696291,-1.21815946,ZnH4(NO4)2
mp-636476,-1.478628899,SrCu3(RuO3)4
mp-704544,-2.923002669,ThV2O7
mp-557092,-3.21907945,Y3Si2Cl5O6
mp-1188097,-1.484366634,GdFe4(CuO4)3
mp-556461,-2.087013628,Ba6V4S11O5
mp-562436,-2.232054526,NaCoPO4
mp-1078969,-3.126944857,Ba2NbVO6
mp-1198491,-1.714605106,Be2NiH20N2(O3F4)2
mp-753222,-1.755034281,Fe2CoO4
mp-545850,-2.158114753,VBiO4
mp-19141,-1.48879687,K6Co2O7
mp-555825,-3.167741166,Na4Sc2Si4O13
mp-1190856,-1.96353902,Mn2Sb2O7
mp-721062,-1.533491767,V2Cu3H6O11
mp-555537,-2.70431719,Na3ErV2O8
mp-12385,-3.581827185,Ba2YTaO6
mp-1198566,-1.01134421,Cu4SO10
mp-1191389,-3.127142461,PrVO4
mp-1188346,-1.428956691,CoBiO3
mp-1201414,-0.72127202,CoH18N6(ClO)3
mp-545548,-3.361162011,BaHf(PO4)2
mp-1180537,-1.162324162,NiH12(ClO6)2
mp-4812,-2.520267241,Zn4B6O13
mp-21634,-2.204594264,Na2W2O7
mp-21355,-2.035652158,Cr2TeO6
mp-698096,-2.982464069,La5FeRe3O16
mp-561037,-2.064933737,K8UCr4(NO12)2
mp-10547,-1.072994584,RbAuO
mp-21602,-0.440615619,Zr4Ni2O
mp-999337,-0.954553603,NiHO2
mp-698329,-1.058263565,ZnH16C6(N3O5)2
mp-603245,-1.607542172,Rb2Cr4Cu(HO4)4
mp-1203195,-1.387448651,Mg2CdH24(BrO2)6
mp-28729,-0.558645818,Ag25(BiO6)3
mp-559809,-1.732457456,Rb4Fe2O5
mp-1198499,-2.125620358,CoAs2S4(O2F3)4
mp-504548,-1.49672928,MnH4(ClO)2
mp-542860,-1.804845569,V2Cu2O7
mp-554124,-2.262284696,NaV(SO4)2
mp-14466,-1.896494085,KLi6IrO6
mp-5126,-1.984063898,ZnSO4
mp-5909,-1.978890222,Zn2GeO4
mp-1202358,-2.572874621,SrFeBP2(HO5)2
mp-17911,-2.541994664,Ba2ZnO3
mp-1005792,-1.559298222,Sm2CuAs3O
mp-1201155,-1.070614683,Cu5Se4(ClO6)2
mp-558883,-3.645065889,Y3Si2ClO8
mp-557981,-2.397135573,KCoPO4
mp-1197075,-1.487503063,Zn3Ag(AsO4)3
mp-555010,-2.768980759,Sm2MnNiO6
mp-1198784,-2.081016525,Cs2UNb6(Cl5O)3
mp-15866,-2.743524837,SrV3P4O17
mp-1195674,-3.003173269,Sr5V3BrO12
mp-560702,-1.737501951,BaHgRuO5
mp-556959,-1.706872292,VZnSe2O7
mp-744672,-2.386994476,Ca2Mn2Si4H6O17
mp-19341,-1.69781684,Tl2WO4
mp-758839,-1.704923892,NiP4H16(NO8)2
mp-559295,-2.415864614,FePO4
mp-19351,-2.881122298,MnSi2O5
mp-995191,-1.694888415,BaTiO3
mp-17986,-2.265198078,TiTl2O3
mp-557935,-2.955417975,Dy2Cu(BO2)8
mp-557269,-1.207145232,Ba2Hg3(PdO2)7
mp-753135,-1.233170817,CrH10S2(NO2)4
mp-1106307,-2.432234718,CaMn3V4O12
mp-1103838,-1.08464246,Pd2PbO4
mp-735513,-0.885565706,CoH20S2N6ClO4
mp-697660,-0.33003441,Cu2H6C3N4O
mp-559747,-3.687739492,La2Ti2SiO9
mp-740757,-1.850612681,Mg2Cu2P2(H4O5)3
mp-29893,-1.410298204,Hg2MoO4
mp-504939,-1.741842076,V2Cu3H24(OF)12
mp-3020,-3.187909445,BaNbO3
mp-1197792,-2.451061411,CaFe3P3H2O13
mp-557146,-2.186740242,TiAs2O7
mp-1190561,-2.675316053,KTb(WO4)2
mp-1105126,-2.145904394,SrMn7O12
mp-1197384,-0.757214166,CoH12PdC4(NO3)4
mp-560174,-2.574503898,NaZn(PO3)3
mp-1195212,-2.888244575,Rb2Si5NiO12
mp-1197801,-1.376988443,Ag3P2N(O3F)2
mp-556384,-2.470554438,Ca2NiWO6
mp-30084,-2.980549119,Al2FeO4
mp-1196466,-2.072514043,ZrS2O9
mp-510281,-1.448190437,FeCuO2
mp-3790,-2.863602089,SrNb8O14
mp-2574,-3.787570289,ZrO2
mp-2652,-3.980255982,Y2O3
mp-705037,-2.611235338,Na4VP2O9
mp-745113,-0.768238043,Co3C9SeO9
mp-541360,-2.288293766,V3CdO7
mp-1190916,-1.616715572,Ag2Te3Mo3O16
mp-698274,-1.217092844,ZnH8(CO2)4
mp-1198398,-0.155579064,CoSO10
mp-1203662,-0.820975688,FeH2(CO3)2
mp-1078318,-1.976829588,Mn(SbO3)2
mp-651786,-2.780137481,Ca5MnSi9(Pb3O11)3
mp-22365,-2.719440124,Eu3RuO7
mp-6698,-3.17768371,Th2Cu(PO4)3
mp-556903,-2.346030235,HgSb4C2(OF11)2
mp-554269,-2.220714445,K3P(W3O10)4
mp-1020656,-2.926844874,RbY(PO3)4
mp-707039,-1.257042515,ZnH20S2(NO7)2
mp-1192126,-1.839011827,Zn2TeMoO7
mp-510519,-2.457628306,Rb2V3O8
mp-1198907,-1.896960025,CaUCu(PO7)2
mp-1199256,-0.797021231,Ag13As3(IO3)4
mp-1190186,-3.804394307,ZrO2
mp-1195899,-2.143734131,K2CoP4(HO2)8
mp-557072,-3.275404357,Ba3TiNb4O15
mp-1079308,-2.039563941,SmAsRuO
mp-28824,-1.366048025,Na3CoO2
mp-6121,-3.244413077,BaY2ZnO5
mp-562667,-0.467613154,Ag3N5O6
mp-561031,-2.678414045,Rb2MgP2WO10
mp-17540,-2.004007765,Sr2Co(SeO3)3
mp-549158,-1.492168649,InCuO2
mp-541677,-1.869384704,Cd2AsO4F
mp-556898,-2.447907001,VZn2P2O9
mp-557618,-2.407614897,Rb4CuSi2O7
mp-558732,-2.681289274,BaFe2(P2O7)2
mp-556249,-3.328503243,Er2WO6
mp-1203235,-1.695090964,Cu2PO5
mp-21590,-1.988645901,Na6Fe2C4SO16
mp-556026,-2.731196235,VOF3
mp-5076,-3.658824358,SrZrO3
mp-8603,-1.008251625,RbAgO
mp-714931,-1.998394165,VO2
mp-19326,-1.815958169,MnO2
mp-21100,-2.336840923,CrBPbO4
mp-540949,-3.272937545,Ba3SrNb2O9
mp-550807,-1.995206102,MnInO3
mp-558371,-3.77233857,La5Ti5O17
mp-18789,-0.803126621,TlCo(CO)4
mp-1197593,-1.718452068,K4NiP6O25
mp-22946,-2.029179103,CrClO
mp-707376,-2.98514417,NaNb14O36
mp-1106304,-2.395290649,TmNiO3
mp-560090,-1.420736312,Mn2Ni6Te3PbO18
mp-558585,-1.485048155,Hg3PClO4
mp-1202614,-1.126439261,Cu3SO8
mp-743617,-1.638660266,KMnH4Cl3O2
mp-1197081,-2.636332432,NaMn2Si3BH2O11
mp-1105276,-3.378813651,Gd2TiZnO6
mp-22106,-2.359063952,NdNiO3
mp-28009,-2.268309269,Ca4Fe9O17
mp-22139,-1.104731208,K2NiPb(NO2)6
mp-505236,-2.524327069,V2Hg(P2O7)2
mp-558114,-3.30580859,Sr4NbAlO8
mp-14455,-1.272053782,Cu4Ag(AsO4)3
mp-18207,-2.749963195,SrCrP2O7
mp-744713,-1.932841681,NaFe3P2(H4O7)2
mp-560533,-0.944930442,CuH8C4(NO3)2
mp-1194912,-2.301328502,YV(TeO4)2
mp-4419,-2.829040617,NaNbO3
mp-558191,-3.16099668,Na2ZrSi2O7
mp-1203377,-2.438560751,RbMnP2O7
mp-1084801,-2.470900816,BaErMn2O5
mp-10321,-2.674777979,La2ZnRhO6
mp-706405,-1.086727576,CdP2(HO2)4
mp-1203009,-1.529767002,CdTe(Pb3O5)2
mp-1103995,-2.723493246,Sr3Fe2(OF)4
mp-505273,-1.711410289,NiMoO4
mp-17631,-2.262541132,Fe2Ni(PO4)2
mp-777413,-3.853775612,CeScO3
mp-556966,-2.796538673,KSrVO4
mp-1197764,-0.843928759,CrCoH15N5ClO8
mp-32308,-2.519617888,Ta2NiO6
mp-27503,-2.349643767,LiV3O8
mp-1199176,-2.536089456,RbV(PO4)2
mp-540545,-1.130562034,MnH8(BrO2)2
mp-15761,-3.515572207,Ba4Ti12O27
mp-19320,-1.511830888,K2FeO4
mp-1192703,-1.318793084,CdSO5
mp-5840,-3.352262609,LiScO2
mp-20056,-2.131016715,MgPb2WO6
mp-556399,-1.554760662,LaTiI5O16
mp-17561,-2.33211692,MnNb2Zn2O8
mp-1196343,-2.517603777,Rb4BaV6O18
mp-33658,-2.313560284,Nb2Tl2O7
mp-1197715,-1.416219077,NaFe(SeO3)2
mp-640894,-1.861478081,VInCuO5
mp-19239,-2.861401867,Mg6MnO8
mp-19449,-2.139705946,NaVCdO4
mp-554419,-1.84534263,GdCuSe2ClO6
mp-21303,-2.914235126,Sr4V3O10
mp-1195938,-2.902940503,K2ZrSi3O10
mp-556335,-2.837409978,YP5O14
mp-1196616,-2.241175055,Ni2BiB(PO5)2
mp-546798,-0.848238512,MnClO3
mp-1199857,-2.393330691,BaMnO2
mp-541325,-2.508622617,Sr2HoGaCu2O7
mp-18784,-3.218630073,DyVO4
mp-554235,-3.603935067,La2Hf2O7
mp-667369,-3.723616881,Ca2Zr5Ti2O16
mp-1192966,-1.513186509,Hg2PO4
mp-3917,-1.786610219,Cd2GeO4
mp-18822,-2.66508918,Mn2PO4F
mp-19303,-1.953122899,Cr2NiO4
mp-20974,-2.361816317,VO2
mp-19318,-1.309769027,Ag2MoO4
mp-1201463,-2.150917005,K4Mn3P6(HO3)8
mp-642358,-2.474767123,Ba4Pr(RuO4)3
mp-1195000,-2.509891402,CsZn2B3O7
mp-1195067,-2.371870626,Na2SrV2CoO8
mp-654033,-2.521945272,La2Cu2O5
mp-1198067,-1.19573754,Cr2H8N2O7
mp-556518,-1.228062426,K2Pd(NO3)4
mp-7964,-3.646628983,YAlO3
mp-13170,-3.020812459,KNaGdNbO5
mp-1238563,-0.419585167,H16AuC12S2N3O4
mp-1103973,-1.949110622,Cr2CuO4
mp-697551,-1.473121182,NaCo2HSe2O7
mp-20737,-2.823147927,KNaEuNbO5
mp-30524,-3.442386323,Ti6O11
mp-5690,-3.92947469,GdScO3
mp-30037,-0.556605355,AgIO4
mp-754844,-1.551090882,Na2IrO3
mp-15438,-2.490252184,ZnP4O11
mp-558212,-3.015575845,KNaNdNbO5
mp-26124,-2.527689118,V2(PO4)3
mp-19476,-2.56533685,CsFe2P5O16
mp-1201019,-1.367053493,FeTe3ClO7
mp-1203827,-1.260316563,CoH2(CO2)2
mp-5302,-3.740106177,Gd2Ti2O7
mp-1201957,-1.60857732,Na3FeH10C6O17
mp-1202992,-1.10872822,NaH12AuC4(SO3)4
mp-1193743,-1.302301406,CaV2O10
mp-1196862,-1.648478968,Na2Fe(SO5)2
mp-706504,-2.23568711,Li2W2O7
mp-1199408,-3.006129581,TiSi5O13
mp-31378,-1.78556164,Cs2Cr4O13
mp-1204967,-0.305881012,ScSe3(NO4)3
mp-6088,-2.399291036,LaCuSO
mp-510249,-2.405533919,BaV13O18
mp-1204933,-3.379404736,K2LaTa5O15
mp-1196443,-0.588879086,VSO10
mp-13627,-3.30230154,Y3ReO8
mp-1202686,-3.28964583,La2WO6
mp-5997,-2.615459835,KMn6P7O24
mp-1204692,-3.224330095,Ba7Fe6(OF16)2
mp-1204914,-0.991117651,V6SbH35C12Cl8O19
mp-1192906,-3.369629444,Ba4Ta2O9
mp-18720,-1.882550621,Mn2CdO4
mp-21650,-2.097508375,Li2NiGe3O8
mp-1198670,-0.06924625,CoAg(N3O4)2
mp-18944,-2.401540445,Na5Y(WO4)4
mp-6704,-2.973604618,BaNd2CuO5
mp-562612,-1.559280575,MnNi(BiO3)2
mp-555921,-0.756630147,PH9AuC3ClO3
mp-558345,-1.489860949,ZnFe2(SeO3)4
mp-18869,-2.640986359,Na4Mn2O5
mp-1189316,-2.470058536,BaTa4O14
mp-19248,-3.114447103,BaSm2CoO5
mp-1190266,-1.72610659,Mn2Bi3O7
mp-735504,-2.404401066,KVPHO6
mp-605676,-0.995207462,AgH8C7S2O2F7
mp-614964,-2.030149395,Ba2PrCu3O8
mp-557365,-3.139344881,K6U5V2O23
mp-19067,-2.379511721,Mg3V6(FeO6)4
mp-1196184,-2.331023342,LaV2IO9
mp-554007,-1.456837817,FeTe2BrO5
mp-20212,-2.94840041,BaPr2CuO5
mp-18939,-0.989359615,LiCo(CO)4
mp-505731,-2.861231833,Ba2Co(PO4)2
mp-22549,-2.485033492,SmCoO3
mp-1202764,-0.472777177,Hg3I2ClO6
mp-504967,-1.604313509,CrP(HO)5
mp-562048,-0.781323243,Co3Bi(CO)9
mp-21877,-2.059841389,Mn2GeO4
mp-555472,-3.131312165,Na4Zr2(SiO4)3
mp-1079630,-3.085878815,Ba2TaInO6
mp-561283,-1.735206174,CdGaH14O7F5
mp-18827,-2.80427659,AlVO4
mp-6879,-2.022872726,Ba2CaCu2HgO6
mp-29188,-1.795218171,VHgO3
mp-19178,-1.081140854,CoAgO2
mp-18041,-2.491264266,SmTl(WO4)2
mp-510605,-3.587687768,Gd2Zr2O7
mp-18922,-1.971024742,Mn5O8
mp-558831,-2.287051174,KNdPdO3
mp-1105767,-1.794916379,MnO2
mp-1202942,-2.496924141,Mn3P3PbO12
mp-1205333,-3.058185118,CaTiGeO5
mp-645095,-1.761361278,UAg3(AsO4)3
mp-561442,-4.0070993,Y2Hf2O7
mp-17738,-1.913867241,Sr2Cu(SeO3)3
mp-6531,-2.262813047,K2Mn2(SO4)3
mp-27818,-2.012335754,MnSO3
mp-560208,-2.273756125,K3NbAs2O9
mp-1181488,-1.289967789,FePH6(NO2)2
mp-19278,-2.708608912,BaCoP2O7
mp-505313,-3.053192347,BaGd2CoO5
mp-555696,-3.108100365,Cs4Nb2Si8O23
mp-1080719,-3.584677158,Sr2YTaO6
mp-505481,-1.661255326,MnH4S2O9
mp-20781,-0.132866261,RbHg(NO2)3
mp-601243,-0.574438243,ZnH8C4(NO3)2
mp-1204059,-2.057504893,Fe3Ag7(P2O7)4
mp-542143,-2.335615291,RbZn4(BO3)3
mp-559635,-2.721943698,Sr3CaIrO6
mp-550306,-1.657768698,YCu2Bi2(SeO2)2
mp-558553,-3.478641013,Sr4Ti5(Si2O11)2
mp-504946,-2.77764419,Nb2P4O15
mp-622198,-2.520924453,Ti3(BiO3)4
mp-642823,-3.104642153,Dy2V2O7
mp-19042,-2.659986317,Ca3Mn2O7
mp-1201050,-2.388043738,Sm2Nb2S7O30
mp-19357,-3.201174185,LaCrO3
mp-20699,-3.02480048,YMnO3
mp-1079306,-2.482585583,Sr3Fe2O5
mp-1095481,-3.239331051,TiSiO4
mp-504588,-1.281717482,Cu2H2CO5
mp-557857,-3.023981126,SrLi2Nb2O7
mp-556656,-2.674252226,Mn3B7ClO13
mp-562099,-1.325069786,Cr2(Se2O5)3
mp-1195739,-2.213169213,Dy2Cu(SO6)2
mp-540591,-0.408614702,Na2FeH4C5(N2O)3
mp-1204785,-2.620502004,K3Cd(BO2)5
mp-1192328,-0.624811533,Fe(CO)5
mp-1200860,-3.074829223,NaScP2O7
mp-1190335,-2.118331962,BaCdAs2O7
mp-1196025,-3.459631782,Rb3Sc2Si4(O2F)5
mp-1192130,-1.69667692,Cd2Tc2O7
mp-504667,-2.1419796,RbIn(WO4)2
mp-735518,-0.359546871,FeH2Cl5O3
mp-696272,-0.962645499,HgHNO4
mp-557109,-2.625240687,Na4Zr2(GeO4)3
mp-542434,-2.223293365,Sr2YCoCu2O7
mp-695994,-1.679184222,MnAsH3O5
mp-1180658,-2.66599997,KTiO3
mp-556639,-3.581443494,DyNbO4
mp-1204532,-1.827919066,V(BiO3)2
mp-861944,-3.116523135,KNaPrTaO5
