material_id,formation_energy_per_atom,pretty_formula
mp-554401,-1.660025866,BaCu2Te2(ClO3)2
mp-1189224,-1.751695173,DyFe4(CuO4)3
mp-1199429,-3.090493016,Ca2CoSi2O7
mp-755117,-2.268011584,Ba2IrO4
mp-555746,-1.866583191,InAg3(PO4)2
mp-19459,-2.568772697,K2MgV2O7
mp-1180541,-2.210632891,NaTi2SiH4O9
mp-23785,-1.392109044,LiMnH6O7
mp-1193172,-2.30654317,Li2Mn(SO4)2
mp-559577,-2.921097212,Na10U8W5O44
mp-7914,-3.205781206,NaScO2
mp-1182304,-0.803030806,Mn2CuH12(NO2)4
mp-562977,-2.382031668,RbNbS2O9
mp-627993,-2.389581409,LiV2O5
mp-559138,-2.914871709,Ba2Zn(BO3)2
mp-22172,-2.91286651,UCr2O6
mp-22048,-1.125409451,Pt2PbO4
mp-1198462,-3.287005826,KNaNbOF5
mp-1193718,0.746506603,Cu4Br6N4O
mp-6332,-3.111536207,Li2TiSiO5
mp-562076,-2.666153111,Nb2Co(P2O7)3
mp-22354,-1.497179849,Mn2Tl2O7
mp-623854,-2.971303863,NaNb3O8
mp-680690,-1.5785023,LaCu3(RuO3)4
mp-17507,-2.170838009,NaVAsO5
mp-16135,-3.073847498,Sm3NbS3O4
mp-7915,-1.999071464,ZrSiO
mp-548469,-2.122058081,BaZnSO
mp-1190458,-2.429995873,Gd2ZnTe2(SO7)2
mp-755165,-3.950386327,YScO3
mp-1202032,-0.623317154,FeSnO6
mp-1196507,-1.436866158,K9(FeO4)2
mp-18915,-2.394304111,LiCoPO4
mp-6501,-3.2817136,BaHo2ZnO5
mp-4886,-2.618439046,NdCuO2
mp-18084,-3.260050012,BaTb2ZnO5
mp-17340,-1.9613867,Nd4MnSe6O
mp-542453,-2.940032789,NbPO5
mp-20116,0.922378903,Tl3Ir(NO2)6
mp-559208,-3.406152218,SrTiSi2O7
mp-6761,-3.032368694,NaTi2(PO4)3
mp-554529,-3.406513496,Ba2TiO4
mp-559895,-1.924361837,ErCuTe2BrO6
mp-554535,-2.646035022,K2MnP2O7
mp-745208,-0.678053511,DyFeH8C6(N3O2)2
mp-510305,-2.156576726,MnVSbO6
mp-6252,-2.221470011,Sr2CuTeO6
mp-648833,-0.888914563,K2IrCBr5O
mp-560605,-3.160938774,LiLa4AuO8
mp-1078198,-1.362275948,Ba2CoAg2(SeO)2
mp-1202993,-2.12399401,Cu3P4Pb3O16
mp-1194753,-2.410613494,AgB3O5
mp-1197494,-2.610830788,CsVP3HO10
mp-18791,-2.546378776,Ba4Mn3O10
mp-19336,-2.812359743,Nd2MnCoO6
mp-22564,-2.953190752,PrMnO3
mp-1191524,-1.199561033,CuP2(HO)4
mp-1180527,-0.64881118,Mn(NO5)2
mp-542181,-2.566978773,K3EuV2O8
mp-542535,-1.808875271,Cs2CrH2Cl5O
mp-1199129,-0.973321194,V2I3NO13
mp-744693,-0.660492904,MnH30C8(N13O9)2
mp-24598,-2.394970532,BaVP2(H2O5)2
mp-563010,-2.119358278,RbFe(MoO4)2
mp-18726,-1.486845232,CrNiO4
mp-19398,-1.765388778,FeAsO4
mp-1190858,-2.696058198,BaFe2(P2O7)2
mp-22443,-2.224829571,VInO4
mp-556123,-3.348421396,Sr2Sc2B4O11
mp-17789,-1.700689284,K2RuO4
mp-19419,-1.99711241,LiFeO2
mp-18520,-2.881056474,BaVPO6
mp-14977,-3.173562842,Na3Y(Si2O5)3
mp-1105560,-2.044962507,YCr4(CuO4)3
mp-630641,-2.72459769,Sr2FeClO3
mp-559243,-3.442976965,Nd2Ta2Cl2O7
mp-17137,-2.21576078,Ba3ZnRu2O9
mp-1204211,-1.503761455,KZrN3O11
mp-18973,-1.314967672,CoSe2O5
mp-560769,-2.443876477,NaZnFe2(PO4)3
mp-554797,-0.589544564,K3CrC3N3O4
mp-867593,-1.583596826,Ag2H4(SO4)3
mp-1204461,-2.297111709,CsVSO6
mp-505104,-1.188628817,Cu3BiSe2ClO8
mp-505090,-1.134549748,Na(CuO)2
mp-1202524,-1.063723483,K2CuH14C4(N3O4)2
mp-1079111,-3.567000819,EuTiO3
mp-557289,-1.932821206,TiP2Cl8O3
mp-27566,-1.385347997,K3(PtO2)2
mp-555155,-3.202299384,KNa2Y(Si2O5)3
mp-19245,-2.735100029,BaLaMn2O6
mp-19224,-2.678094243,Ca3MnZnO6
mp-17443,-1.519700214,Cs2FeO4
mp-17769,-3.090733317,YSO4F
mp-770853,-2.383452435,Li2CoPO4F
mp-553303,-0.976592893,CsCu3O2
mp-683793,-0.616296222,Fe4Te2MoC14(SO7)2
mp-738615,-1.011877519,HgH3CSO3
mp-20946,-2.651507697,BaYFe2O5
mp-18820,-2.479602636,Sr3Fe2O7
mp-1202257,-2.078682881,FeB2P2(HO4)3
mp-1105167,-1.743812454,VCuO3
mp-1196085,-1.771939211,Fe4Bi2O9
mp-557702,-0.839004203,K2RuI5NO
mp-1192111,-2.665598611,LiEr(WO4)2
mp-557974,-2.617885326,BaZn2(BO3)2
mp-8898,-3.39229726,TaAlO4
mp-653243,-0.869799561,Ru4C14O13
mp-19455,-2.129638724,MnMoO4
mp-1190373,-2.29564907,K2V2CoO7
mp-16663,-3.541711053,Ba6Y2Ti4O17
mp-561018,-3.029343722,Na3Sc2(BO3)3
mp-555842,-2.379305248,Na3WO4F
mp-555319,-2.991224474,Rb3Ti3(PO4)5
mp-821,-2.904465274,NbO2
mp-11540,0.199013534,PtO
mp-603946,-0.946324889,AgMo4H22C8(NO5)3
mp-604978,-2.237649105,NiAs3H3OF18
mp-1190588,-2.906758374,Ba2Cd(BO2)6
mp-19349,-2.797582714,NaMn(SiO3)2
mp-19472,-2.241875906,Rb2MnV2O7
mp-510604,-2.02157741,Mn2O3
mp-15531,-2.773592818,BaVZnP2O9
mp-561177,-3.341947265,Gd3BWO9
mp-557602,-1.063962806,KBa4Au(CO)4
mp-29793,-2.428506667,Na2V3O7
mp-504477,-0.853200878,V(CO)6
mp-1196883,-2.71949528,RbSc(PO4)2
mp-18779,-2.002314846,Na2CrO4
mp-505110,-1.439278043,FeCuO2
mp-723054,-0.959974724,CdHSeNO6
mp-650029,-0.693422098,Fe3WC14(SO7)2
mp-707400,-1.188526314,K2H17Ru2(SO6)4
mp-745016,-0.665729989,MnH(CO)4
mp-1202728,-2.601891552,K2ZrSi3O11
mp-1071505,-2.651882007,Sr2FeO3
mp-23768,-2.440810319,AlZnH4O2F5
mp-1204384,-0.406767949,AgH10S8N8ClO6
mp-19058,-2.083261176,Ba3CoRu2O9
mp-1194692,-2.718040245,Na2ZrSi6(HO3)6
mp-707782,-2.485879577,K6Zr3H8(OF)12
mp-1203292,-1.340181451,Na2Co7H16(CO2)16
mp-560273,-1.358232927,Cu3WO6
mp-15598,-1.976753888,K2Ni2(SO4)3
mp-1105220,-1.318947396,CaCu3(IrO3)4
mp-746670,-0.977348285,CoH22C3(N3O4)2
mp-15050,-1.94295551,Pr(PdO2)2
mp-640564,-0.94571427,AgSbC6N4(OF3)2
mp-755583,-3.32942657,LuVO3
mp-1199390,-1.0709154,AgH20S6N5O9
mp-9210,-1.989865072,La(PdO2)2
mp-557453,-3.536237324,La2Zr2O7
mp-1202896,-1.520939864,FeMoHSeO7
mp-698287,-1.849133202,YH2C4O9
mp-24536,-1.803103745,CoP2(H4O5)2
mp-18896,-2.392359484,V6O13
mp-1204473,-1.843418794,Li3V5(H8O11)2
mp-560110,-3.632088361,BaUTiO6
mp-1181733,-1.783987668,KBaV5O18
mp-3563,-3.281113987,Ba5Nb4O15
mp-560199,-2.801159196,MnSiO3
mp-19590,-2.059772818,FeSb4C6(O3F11)2
mp-1104726,-1.635706255,Cd2SnO4
mp-559957,-3.054839969,SrTiGeO5
mp-1191888,-1.591920051,KAgCO3
mp-1204264,-1.65971369,In12Ga4Ir2O15
mp-1105241,-1.903335833,Mn7CdO12
mp-1205268,-2.377362904,Na6Ni3B9P6H3O38
mp-1201795,-2.699088654,RbFe3P3(O4F3)2
mp-1200930,-1.336207134,Cd3Pb2Se4(IO6)2
mp-621926,-2.929974063,Na2TiSiO5
mp-29894,-1.446800953,Hg2WO4
mp-1197443,-1.566224132,Fe2As2PbO10
mp-560403,-1.90003061,InAg(WO4)2
mp-19168,-3.00639826,LaMnO3
mp-1190132,-3.238637347,Li2Ti3O7
mp-4875,-3.704701923,GdTaO4
mp-562111,-1.587603906,Co3(AsO4)2
mp-5433,-3.023829984,Pr3RuO7
mp-18934,-2.37400873,LiV2O5
mp-22632,-2.028037669,Co3(BO3)2
mp-551092,-1.819921692,KLiZnO2
mp-1201093,-0.784285504,YH24C9(N3O4)3
mp-541966,-1.65975691,KAgCO3
mp-650224,-2.470619015,Fe7(P2O7)4
mp-985701,-1.449229057,AgAs3H2O9
mp-572987,-1.122980858,NiSeO3
mp-650532,-1.41002826,Cs2K2Cd3O5
mp-1196039,-1.436646184,CuH10SO9
mp-766955,-1.822844059,K6Na2MnH24(WO6)6
mp-1019544,-3.648159183,BaZrO3
mp-558411,-3.859476436,Y2Zr2O7
mp-27807,-1.913319208,Mn2O2F9
mp-1196774,-1.83221439,ThV2TeO12
mp-699566,-2.7337989,BaVCdP2O9
mp-11772,-3.352194509,Ba3Ti3(BO6)2
mp-1198935,-3.300474341,K2Na2Sm4Ta2O13
mp-560376,-1.510012893,RbV2I3O13
mp-31120,-3.972545256,DyScO3
mp-1213081,-2.597188285,CsMn2(PO3)6
mp-770806,-3.833071765,Sm2TiO5
mp-1192505,-2.576903012,YWBrO4
mp-1190820,-2.582858159,Ba2FeGe2O7
mp-540965,-1.954507241,Na2Li3FeO4
mp-1191459,-2.643184702,KZn(BO2)3
mp-8846,-3.214979415,Ba3Nb5O15
mp-722381,-1.470389935,CdH4S2O5
mp-1194919,-2.141775283,Eu2CuH4(SO6)2
mp-556653,-1.670284233,Cd2BiAsO6
mp-19282,-2.664907626,Sr2ZnWO6
mp-6402,-2.083682368,Na2ZnGeO4
mp-11641,-0.851821588,Ag2SeO4
mp-622197,-2.055040055,Cs2PtS6(O3F)6
mp-557763,-3.653323795,Nd3NbO7
mp-556626,-2.069782051,Eu3BWO9
mp-690658,-1.992496084,V2CuO6
mp-1197350,-2.518056188,CsFeBP3O11
mp-19416,-3.071043338,BaDy2NiO5
mp-4530,-2.239629801,Cd2SiO4
mp-1193287,-2.875985711,Li2Sc(PO4)2
mp-556333,-2.190068466,K2ZnCu3P3O12F
mp-744205,-1.814680961,K2Cr2AsHO10
mp-708135,-1.099031877,YH16C4N9O16
mp-16821,-2.570135888,Ba3PrRu2O9
mp-1103811,-1.878948138,KV2Fe(AgO4)2
mp-622210,-2.177170833,Ba2LaCu3O7
mp-18933,-2.34354561,Li2WO4
mp-546011,-1.984546217,YZnAsO
mp-1205399,-1.926121761,BaZn(SeO3)2
mp-1201338,-2.397367977,V6O13
mp-764838,-1.986791216,K2CoP4H10O17
mp-19315,-2.77026246,Sr2MnWO6
mp-555447,-3.106344406,NaScB2O5
mp-1080506,-3.069066919,Sr2TaInO6
mp-19104,-2.416724403,LiYb(WO4)2
mp-1199962,0.019919634,Pt(N2O3)2
mp-1192676,-2.695812875,La3CoW(SO2)3
mp-559686,-0.960979262,CeTl5Ni2(NO2)12
mp-1196049,-1.915438336,V6H2Pb4Se3O26
mp-1195676,-2.01815902,LiCuSO4F
mp-17499,-2.375014906,K7Nb(SO4)6
mp-1103389,-3.236357142,Sr3Ta2ZnO9
mp-1285,-0.936869982,PtO2
mp-1105482,-1.770460357,YFe4(CuO4)3
mp-542139,-2.605073735,Mn(PO3)2
mp-1191066,-3.087220209,La3IrO7
mp-23955,-1.132065266,CuH2SeO5
mp-1006617,-1.319403142,ZnP2NO9
mp-19154,-2.234311886,Ba(FeO2)2
mp-560465,-1.84876346,K11LiMn4O16
mp-550722,-1.790762817,Ba2Tl2CuO6
mp-744226,-1.447835901,CoP3H16N4O11
mp-17161,-1.358740212,K6CdO4
mp-1198217,-0.908082788,Zn3H24C4Se5(N4O5)3
mp-1193155,-1.776525553,Co3(PO5)2
mp-1194982,-2.248305071,Na3FeS2(O4F)2
mp-542902,-1.720142313,K2CoH12(SO7)2
mp-1078392,-2.294876959,YSb(PbO3)2
mp-9228,-1.055131092,HgSeO3
mp-628817,-2.266440568,P2W9O31
mp-17360,-1.362662513,Ni2Te3O8
mp-11166,-2.723560553,BaZnCO3F2
mp-1193141,-2.002744059,MnInO3
mp-754276,-1.882618523,MnCrO4
mp-559534,-2.707390635,Ba5Al2In2IrClO13
mp-1197310,-1.990721946,CoP2O7
mp-19308,-1.608802258,Li2NiO2
mp-1190356,-1.81594986,TiP2NO8
mp-28801,-3.727267351,La5Ti4O15
mp-560767,-2.802506427,KNaTiO3
mp-541129,-3.123273671,NdVO3
mp-541368,-1.83157149,Tl4V2O7
mp-653450,-1.111359935,CuAg7As4ClO14
mp-19037,-2.281251953,K2W2O7
mp-558571,-2.138027549,Sc2Te5O13
mp-1195880,-2.858842576,Ba3MgV4O14
mp-1198376,-2.13474107,Cs5V5FeCl6O13
mp-744256,-1.566983412,MnH5SO7
mp-1205200,-0.985248436,ZnH8(NO2)6
mp-706616,-1.63060151,ZnH8(O2F)2
mp-745047,-1.393506333,CrH20S2(NO7)2
mp-6670,-2.584234778,Cr2Fe3(SiO4)3
mp-556914,-2.309128496,P2W5O19
mp-560407,-3.123383445,KNbSi2O7
mp-1197579,-0.823611611,CrHC7NO5F2
mp-755041,-2.931067418,Tm2Mn2O7
mp-6602,-2.280763166,SrCu2(BO3)2
mp-698120,-2.44482429,KGd2Cu(MoO4)4
mp-758168,-1.589618445,NaZn2HSe2O7
mp-18005,-3.379856695,NaYTiO4
mp-19246,-1.302641984,Sr2Mn3(SbO)2
mp-19158,-2.138402019,Mn3WO6
mp-21646,-2.500606677,CaVNiP2O9
mp-10537,-2.407058384,Na2CoPO4F
mp-707540,-2.721125423,ZrP2(HO4)2
mp-1105877,-1.819325993,Si2Ni3H4O9
mp-558393,-2.457529107,Rb2Nb3Cl7O5
mp-1078893,-3.175447901,La2TiCoO6
mp-5548,-2.702449481,Ta2Cd2O7
mp-1181336,-1.260518584,FePH6(NO2)2
mp-542158,-2.06970193,FeNiPO5
mp-1196860,-1.517098087,KCr3BiO12
mp-1204058,-1.527451401,Zn3Cu2H14(SO9)2
mp-652224,-1.869253702,Rb2Cu2(MoO4)3
mp-22378,-0.153011465,CsCd(NO2)3
mp-1198568,-1.619045441,Sc(CO2)3
mp-18801,-2.754120986,YbV4O8
mp-1187773,-1.970654144,VH6(OF)3
mp-554616,-2.414426098,SiNi2(P2O7)2
mp-1193019,-1.528926777,MnRe(PbO3)2
mp-558144,-1.27081763,CuH10(CO4)2
mp-561103,-3.451730433,BaTa2O6
mp-557740,-2.233201571,Mn13Si2SbO24
mp-6036,-1.481101845,CaCu3(RuO3)4
mp-1201039,-2.998990047,BaLu2NiO5
mp-1201487,-1.301964326,AgPHNO2
mp-23967,-1.33651027,CoH2SeO5
mp-1204270,-1.978760468,Ba8Ca8Tl7(Cu4O13)3
mp-1200790,-2.741865322,Na3NbHO2F7
mp-560029,-3.668884131,Y3BrO4
mp-7375,-2.865498339,KNbO3
mp-558637,-1.137206215,AgTeO3
mp-557864,-0.623340812,Fe2WC10(SeO5)2
mp-558472,-2.284336474,SrCu2(BO3)2
mp-559283,-2.647744296,TiSO5
mp-504862,-2.467737551,Ti4Cd(CuO4)3
mp-680211,-1.018346298,Cu9Se4(Cl3O7)2
mp-1195026,-2.40656619,Rb2Mg2(WO4)3
mp-23480,-1.957870759,Bi2WO6
mp-1179487,-0.5465396,Ta6Hg(Br8O9)2
mp-559964,-3.446669874,Ti6O11
mp-18961,-3.142790609,ScCrO3
mp-20942,-1.8889456,Ba2TlCuO5
mp-1296711,-2.661323245,LaCoO3
mp-704360,-2.277679676,K6Na2V2S7O30
mp-641441,-1.800918273,PbWO4
mp-4423,-3.743459501,La2Ti2O7
mp-740758,-0.898063341,H2Os4Pt(CO)15
mp-561550,-1.212291519,Ag3BO3
mp-1197379,-0.555853871,YN3O14
mp-556164,-1.293408978,Si(AgO)4
mp-29924,-2.073791368,Nb3Cl5O2
mp-560257,-3.258745322,Ca9Cr(PO4)7
mp-773906,-2.695961542,KNaZrSi3H4O11
mp-555929,-2.692793606,Sr2MnMoO6
mp-542710,-1.994859681,NaMn2O4
mp-552089,-1.848275116,Sr2Cu3O5
mp-559362,-2.204777477,K4Zn(WO4)3
mp-555210,-1.809788267,K4W2Cl10O
mp-28740,-3.438242198,SrTi11O20
mp-6228,-2.629065782,Na2TiGeO5
mp-560369,-3.167619491,La2MnVO6
mp-1190470,-2.373457333,Gd2CoTe2(SO7)2
mp-1188638,0.696579288,CrP4(CO)2
mp-734150,-2.032086735,Na3YH6(CO4)3
mp-14648,-2.493045103,NaZnPO4
mp-867573,-1.774642953,Mn3As(HO2)4
mp-545665,-2.169654885,WO3
mp-4826,-2.136049744,CaCuO2
mp-2951,-1.878083385,CdGeO3
mp-19074,-2.694351221,TiFeO3
mp-19057,-2.697596413,CaNiP2O7
mp-555799,-1.51637985,VH10SNO9
mp-557250,-0.76089149,HgINO3
mp-772852,-2.215340015,Na3Zn4P4H4NO16
mp-556747,-0.599320432,Ag3SNO3
mp-1203991,-1.885968414,K2Pd(S4O13)2
mp-31512,-1.592216476,Rb7(FeO4)2
mp-1193692,-1.952910417,CuPPb2SO9
mp-556982,-2.2934059,CuSiO3
mp-1194472,-2.143964095,MnSb2(OF4)2
mp-1204268,-0.17121139,CoB10H31C18O
mp-1192369,-2.545287952,BaYZn3GaO7
mp-699575,-2.512297346,CoSiO3
mp-559052,-2.440282787,LiNb3(Bi2O7)2
mp-581967,-3.045130658,Nb2O5
mp-17493,-2.606610835,Be3Cd4Si3SO12
mp-20179,-3.070994497,UVO5
mp-1180725,-2.609655074,LaCoO3
mp-6186,-2.735694357,Al2Co3(SiO4)3
mp-1192830,-1.446373113,Cu3(MoO5)2
mp-745034,-1.381481997,RbFeH4Cl3O2
mp-24749,-1.346041821,CdH6(CO3)2
mp-19894,-2.308878798,Cr2WO6
mp-16871,-2.614183371,K2ZrGe2O7
mp-3943,-3.51880608,BaTi2O5
mp-19826,-1.877274575,NdMnPO
mp-18068,-0.917313171,Ag2TeO3
mp-20459,-2.739866447,TiPbO3
mp-770563,-2.544454078,Mn3(PO4)2
mp-1070808,-1.327574879,BaTi2Bi2O
mp-1199183,-1.28422652,Zn3(PO6)2
mp-573037,-2.812324834,Tb2MnNiO6
mp-557063,-2.414321224,Sm7V(Se2O)4
mp-704879,-1.162044104,Ni5Te4(BrO6)2
mp-556918,-2.940145364,NbPO5
mp-1201380,-1.699713742,VH17C4S4(O5F3)4
mp-18839,-2.856205778,Pr2NiO4
mp-6514,-3.385130047,NaLaTiO4
mp-18844,-2.461278182,CaMn2O4
mp-27600,-2.24551581,Cd3(PO4)2
mp-744858,-0.302765277,Ni5SbH17C15NO9
mp-1191364,-2.169892296,WO3
mp-546629,-1.19042023,Sr2Mn3(BiO)2
mp-1180204,-3.154934013,NaTa7O19
mp-557441,-0.927668745,KAu(IO3)4
mp-1078675,-3.219312234,La2HfNiO6
mp-1205362,-2.179087173,NbAgO3
mp-572778,-1.260140625,Cu3BiTe2ClO8
mp-6067,-1.897608551,Tl2Cd2(SO4)3
mp-540833,-1.923617446,V2Co3O8
mp-556790,-2.407353719,BaV2TeO8
mp-560165,-1.362346273,Cu(BiO2)2
mp-554370,-1.669637703,TiSCl6O
mp-547094,-1.193242274,RuO4
mp-1193238,-1.152726711,Ag2Te(H2O3)2
mp-1105866,-2.468067478,LuNiO3
mp-1203869,-2.847914004,La4Co3O10
mp-558532,-1.273748942,K2PtN3(ClO2)3
mp-17677,-3.025909565,Nb9PO25
mp-554293,-1.923509529,BaFe12O19
mp-605437,-1.715055763,FeHO2
mp-22635,-1.972803657,Fe7SiO10
mp-6565,-3.136189622,Li3Sc2(PO4)3
mp-560548,-1.601377362,KNi3As3O11
mp-17339,-3.300816931,Ba5Ho8Mn4O21
mp-17510,-2.228177568,LiGa(WO4)2
mp-1194016,-1.223360016,ZrGe3N2O9
mp-19373,-2.413407592,LiVO3
mp-1198809,-1.093123763,Cu2CO5
mp-1103327,-1.382066793,FeO2
mp-1200325,-0.576642696,ZnNO5
mp-1182503,-1.270013703,Fe8O17
mp-17700,-2.018785522,SnWO4
mp-1200945,0.24329005,NiSeO10
mp-555230,-3.148253772,Rb2YGa(SiO3)4
mp-12022,-2.421609992,HgB4O7
mp-17468,-3.514593397,SrZrSi2O7
mp-13001,-3.601171441,Ba2HoTaO6
mp-25303,-2.395105047,FePO4
mp-505271,-1.764298369,Ni(SbO3)2
mp-18647,-3.299519815,Nd3Ti3(SeO4)2
mp-22681,-1.873716945,Pb2WO5
mp-1203258,-0.509682703,Pd(NO4)2
mp-504692,-1.332313503,NiTe2O5
mp-557878,-2.502369564,KNi(PO3)3
mp-600238,-1.131882817,NbH12C4NO13
mp-505611,-1.509105985,Sr2Cu2Ni(SO)2
mp-541423,-1.653303688,FePH4NO4F
mp-704745,-0.031062192,Cu8O
mp-22649,-2.013806118,VCdO3
mp-556339,-1.067164869,Hg3AsO4
mp-622640,-2.322388397,V3O7
mp-552567,-2.453663259,Ba2NiMoO6
mp-541426,-1.862548488,Ba6(NiO3)5
mp-13133,-2.776031125,K2TiO3
mp-1202377,-2.116941612,Zr2Te4Br2O11
mp-10499,-3.183526816,LiZr2(PO4)3
mp-14333,-3.412274417,TaAlO4
mp-1204008,-0.778572845,Mn2Hg(CO)10
mp-1201727,-3.444621893,TiO2
mp-558437,-2.343263695,HoCu(MoO4)2
mp-555802,-1.370392701,Zn3Fe2(SeO3)6
mp-555064,-1.578418155,Cd(CO2)2
mp-1199814,-0.412399969,NiH48C18S6(N7O3)2
mp-4271,-3.355217208,EuTaO4
mp-707319,-0.851207674,BiH3Ru3(CO)9
mp-1105917,-2.60868217,CaTi4(PdO4)3
mp-882,-0.907522862,Ti6O
mp-650928,-2.976314302,K3Nb7O19
mp-21074,-1.899678422,Cr2HgO4
mp-556385,-1.333943884,Cs3ZnI4NO3
mp-22334,-2.003414886,FeGeO3
mp-18703,-2.926545117,BaMnP2O7
mp-6064,-2.635984435,Sr3MgPtO6
mp-19498,-2.768133556,KCrPO4F
mp-1204821,-1.361660077,Tl2ZnH12(SeO7)2
mp-557781,-1.181869823,Rb5CeNi2(NO2)12
mp-647969,-0.748757448,CoAg(CO)4
mp-1189787,-2.342666302,ZrP2CO6
mp-720256,-1.454407032,CrP2H14(NO3)3
mp-29276,-2.466898844,Cd2P6O17
mp-1204684,-2.990895867,NaAl6Fe3Si6B3O31
mp-667200,-3.214358271,NaCa2TiSi2O8F
mp-29727,-0.717596396,Ta4O
mp-6110,-3.057482561,Sr2YSbO6
mp-765147,-0.75886301,Cr2H21I7(N2O)3
mp-697033,-0.993147076,CdH4CN2Cl2O
mp-705486,-2.109284699,U3Cu2H10(CO10)2
mp-627380,-2.220776217,Mn(ReO4)2
mp-1193332,-1.622842821,Rb5(FeO2)3
mp-558256,-2.985133339,Li3Ti4O8
mp-20072,-2.696417532,LaCuO2
mp-942733,-3.143572182,Li7La3Zr2O12
mp-17281,-1.740892202,Cu2PO4
mp-22733,0.360202467,Ba2Ni(NO2)6
mp-630403,-2.728828197,Ca2MnGaO5
mp-556338,-2.603074601,RbMnPO4
mp-18884,-1.861042447,Na4CrO4
mp-1199265,-1.901247867,Nb2Pb2Se4O15
mp-5489,-3.765265393,LuTaO4
mp-22586,-2.511874182,EuCrO4
mp-1200903,-2.005751299,Y(CO3)2
mp-561380,-1.25439346,Ag2Te4O11
mp-1191513,-2.825897267,Na3Sc(BO3)2
mp-861607,-3.124356428,KNaNdTaO5
mp-557876,-1.714489229,V2Cu3(Bi2O7)2
mp-680460,-1.560884692,Rb2Cd2(SO4)3
mp-30890,-1.265186845,Hg3SO6
mp-505228,-3.290666392,Sr5Nb5O17
mp-1201269,-3.201852385,CaCeAl2FeSi3O13
mp-582774,-1.911893743,Ce4MnSe6O
mp-561308,-0.723519989,CuH14C3NCl3O2
mp-755100,-1.181256907,Cs2NiO2
mp-27704,-2.411590699,K3V5O14
mp-18965,-2.106177737,BaCoO3
mp-4598,-2.633205039,Sr4PtO6
mp-16783,-1.769687625,Cd2Re2O7
mp-18982,-2.239173564,Sr3NiIrO6
mp-562584,-0.719265379,Co3C10ClO9
mp-5461,-1.751120835,Rb3TaO8
mp-667327,-1.38422469,Ag2Pb8Cl4O7
mp-20046,-1.870403373,LiCoAsO4
mp-560982,-1.214890595,K2Cd(NO2)4
mp-19183,-1.552255023,Li2NiO2
mp-1198549,-1.804469979,Mn16Bi16O45
mp-1181805,-0.81179146,CoGe(OF)6
mp-631589,-0.940009392,VN2(Cl3O)2
mp-30941,-1.520007466,Cd2(TeO3)3
mp-510308,-1.454296301,Na9Co2O7
mp-1078385,-1.014927138,SrZnO5
mp-642974,-1.924439397,SrCrBi12(Mo2O17)2
mp-29697,-2.178344795,Na5(W7O22)2
mp-1182036,-1.913737965,Cd5(SiO5)2
mp-1185232,-2.613836522,LaCoO3
mp-1079159,-2.607785135,Ta2O3
mp-555376,-1.811137441,CsAu(SO4)2
mp-560601,-1.962619044,K2CuS(ClO2)2
mp-1194435,-1.032116263,NiH6C2(NO2)2
mp-1192382,-1.397230583,V2CuO8
mp-1199855,-1.682976791,ZnSb2Cl2O3
mp-1193890,-2.162252221,Mn4SiTeCl2O7
mp-17799,-1.020946899,KCdC3(NO)3
mp-1200488,-1.19220398,K3V2O12
mp-556303,-1.360746433,CuBi2(SeO3)4
mp-1200315,-1.645470613,NaCuMoO5
mp-1196068,-1.555462754,NbS2NO9
mp-559248,-1.574229358,VH10N2(OF2)2
mp-554038,-3.421208135,CaTa2O6
mp-1194928,-3.248628675,CaTi2MnO6
mp-19220,-2.921477151,CaSi2NiO6
mp-1105718,-1.234699296,NiBiO3
mp-1201842,-1.905116775,K5Ag(S2O3)3
mp-557711,-2.88972572,K3Nb3(BO6)2
mp-1192851,-1.842201426,KFe3H6(SO7)2
mp-560692,-2.935678676,K4Nb6O17
mp-561564,-1.433575067,Co5Te4(ClO6)2
mp-21925,-1.793123482,Fe2(MoO4)3
mp-505040,-1.55978111,Cs2K4Fe2O5
mp-5966,-1.733414286,Cd2SnO4
mp-504966,-2.66811605,Ba2Y2CuPtO8
mp-556808,-2.902300941,RbNb(BO3)2
mp-754670,-2.286113223,V2O5
mp-559441,-3.042705885,LiTiPO5
mp-1191047,-3.152186532,Tb3RuO7
mp-28556,-1.462957414,Na3CuO3
mp-15483,-1.778014473,Zn3(AsO4)2
mp-1201433,-1.748131903,ZnP2H4O9
mp-19507,-2.557768724,BaMn2V2O8
mp-19394,-2.478926779,LiV2O4
mp-555804,-2.897411626,Na3Nd14(RuO6)6
mp-556062,-2.674923869,NaNb4Tl3P2O17
mp-23789,-1.628366033,Mn(HO)2
mp-4514,-2.845887106,NaNbO3
mp-1199983,-1.317033938,Cu3Mo(HO2)4
mp-31770,-1.841414858,Fe3O4
mp-1194518,-1.790972356,V2Se2O9
mp-541087,-1.451786252,CuAs4(H5O8)2
mp-1078783,-2.665678909,La2VReO6
mp-17019,-2.771243425,Ca2YAs(WO6)2
mp-554988,-1.471235721,Ag2Ge2O5
mp-1203438,-1.435096037,Mg2H32Ru2Cl10O17
mp-630866,-1.633329305,Fe3Pb4ClO8
mp-8090,-2.034815591,Cu2P2O7
mp-27286,-0.84152366,Ba(Ag3O2)2
mp-695951,-2.071892835,LiAg2P3(HO5)2
mp-1194563,-2.538748707,SrMn2V2O8
mp-14628,-1.938601311,ZnSnO3
mp-1077164,-1.293084804,LiTi(SO)2
mp-1194323,-1.316428286,YC4NO9
